id;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;quality
153a510a-26d8-4ca9-b9ec-377687c1d605;1.3;0.042;24.0;79.0;0.9937;3.31;0.38;4
dfe3e2d8-290a-4a62-9b35-d3b541ff6c6e;1.3;0.035;26.0;102.0;0.992;3.5;0.35;6
b3a1540a-90c8-45a1-b109-bd6eb6ed648c;4.8;0.037;37.0;171.0;0.9967;3.47;0.44;4
aa02f751-2f02-415c-b159-29a3b4045332;2.1;0.034;26.0;172.0;0.9944;3.42;0.48;4
ffce9ae0-6bf1-4a77-a8f1-8079f2b4b73c;16.85;0.054;23.0;135.0;0.9998;3.16;0.38;6
d93258e1-6425-4cca-849f-eb71b6ad305f;16.85;0.054;23.0;135.0;0.9998;3.16;0.38;6
be7add97-4359-4862-84c6-d4ce7d0e66e4;4.1;0.201;73.5;189.5;0.9942;3.27;0.38;6
5943189c-4c19-477b-a274-60592b5e82b5;16.85;0.054;23.0;135.0;0.9998;3.16;0.38;6
5d546d8f-d883-47c8-a1d7-095337b92dfb;1.3;0.055;50.0;153.0;0.9945;3.29;0.8;6
73393b79-d344-4f79-abe0-fb04b1804907;16.85;0.054;23.0;135.0;0.9998;3.16;0.38;6
960b66ca-77f9-4ff7-9cb0-1f7f6826ac28;7.4;0.043;29.0;151.0;0.9946;3.15;0.6;7
96dcaad0-a008-4766-b239-57f5046eacc5;4.1;0.201;73.5;189.5;0.9942;3.27;0.38;6
036803ea-4906-4e4d-8271-b174a194764a;0.9;0.057;15.0;73.0;0.9928;3.07;0.38;6
f9aefa3e-f3a0-4f0d-ba66-88848f4c5ba0;6.3;0.03;34.0;129.0;0.9946;3.52;0.41;5
952e3759-8685-4d9c-a622-17401fdb27fb;0.8;0.039;13.0;82.0;0.9927;3.23;0.32;5
123e0cb3-3f6b-4ec9-8630-4afd4e4c662f;1.4;0.044;22.0;113.0;0.9938;3.22;0.62;6
78b51928-d5de-41b8-a0b2-290484f7ab48;1.0;0.037;21.0;74.0;0.9918;3.21;0.37;5
a37b5c1d-e032-453a-ab4c-67febd756a3e;1.3;0.055;50.0;153.0;0.9945;3.29;0.8;6
814e24c7-d9f3-4803-a5c8-98372ba88dba;4.5;0.062;20.0;115.0;0.9966;3.38;0.5;6
6ffb8b9a-ab49-41a7-9fde-73eb4849fef5;5.4;0.03;15.0;118.0;0.9954;3.14;0.34;5
9bd56c1d-d858-49ad-9911-75a54be007ea;1.9;0.036;10.0;119.0;0.9913;3.01;0.7;6
162c4160-f641-485b-8d3b-5327fa91af24;2.0;0.045;31.0;101.0;0.9931;3.42;0.55;5
02bf1701-3fd5-4d24-9e50-033f3eaab5e1;12.7;0.036;49.0;214.0;0.9986;3.41;0.5;6
4411bd99-d25e-4e3b-9668-2d04ad6da1fb;8.6;0.042;57.0;173.0;0.9965;3.0;0.44;5
99b6bb3d-2a11-431f-a550-3ac92f74271a;11.1;0.039;29.0;198.0;0.9984;3.36;0.5;7
7edf1f52-80c0-4e7c-9cd7-0c6656247fd6;2.0;0.042;19.0;189.0;0.9952;3.46;0.54;6
cffbba7c-ea65-43ca-b306-e0c345a5d01a;2.8;0.036;35.0;167.0;0.9956;2.97;0.39;5
b90c3c63-489c-4ab5-893e-8df198e98bf8;4.5;0.044;31.0;109.0;0.9949;3.23;0.36;5
3cf5abcf-6638-4dbe-bd3e-bec956c4d8ef;5.4;0.03;15.0;118.0;0.9954;3.14;0.34;5
2c6fd974-492a-44ad-9272-291e8cbf4141;9.1;0.029;20.0;125.0;0.996;3.12;0.36;6
9401a2cf-6e0b-4b45-82b8-843a56bec15b;2.0;0.045;31.0;101.0;0.9931;3.42;0.55;5
a5a9987f-5cd0-4c48-868a-9c3d295d213c;2.2;0.025;33.0;134.0;0.992;3.21;0.47;6
d3fec620-0492-433a-9016-03faa3d6138e;4.1;0.033;40.0;138.0;0.9912;3.18;0.44;7
7e6b9a1a-4782-4d3e-9f88-227b23f8308a;11.8;0.065;65.0;225.0;0.9978;3.12;0.51;5
ad4128ab-8dec-4fd8-9815-f50686a51633;1.2;0.048;22.0;184.0;0.9938;3.09;0.43;5
c367a0ab-c846-49cb-bf57-140012630622;2.2;0.026;40.0;104.0;0.9914;3.25;0.4;8
1c2bf8f1-03d9-44cc-8f12-d666df24de43;1.4;0.037;45.0;143.0;0.9932;3.13;0.33;6
61e70a6c-0d9b-447e-839f-f22c8c2f230d;1.6;0.068;5.0;55.0;0.9944;3.1;0.45;5
40a9e72e-6a67-49b3-8a6d-5e9d2c71a33a;1.9;0.036;10.0;119.0;0.9913;3.01;0.7;6
f2554836-98cd-4af9-a7e1-132bad908b72;5.2;0.024;36.0;135.0;0.9948;3.16;0.72;7
98f97994-1763-43d4-9460-59bcd0e0d60d;14.45;0.074;29.0;107.0;0.998;2.96;0.42;6
aa7e60e0-bb4c-4821-a690-f8eb4ff53c87;14.75;0.042;44.5;129.5;0.9998;3.36;0.41;7
d85024d0-bb83-4cfd-b430-356adaf9b2a8;8.3;0.025;36.0;216.0;0.9964;3.33;0.6;6
9eb28cf1-f7e3-4509-a2f4-d15d6438ecf3;14.2;0.038;53.0;141.0;0.9992;3.03;0.46;6
8ebc1282-c80c-4f70-aa66-e3ef5cff4c0c;5.2;0.024;36.0;135.0;0.9948;3.16;0.72;7
89904936-a063-4d43-a71e-9dc9b95efdfd;14.75;0.042;44.5;129.5;0.9998;3.36;0.41;7
e5d9c0e4-edd2-4e10-a268-9793dc741f1a;14.45;0.074;29.0;107.0;0.998;2.96;0.42;6
65805f09-40d9-47ba-9d33-40b7962913ef;6.9;0.02;14.0;93.0;0.9939;3.0;0.48;7
26548f00-d3b0-47cf-a4d3-8a341d70661f;1.5;0.027;37.0;93.0;0.992;3.3;0.45;6
1ee8cd2f-fbba-44a6-b897-4dcbca75d2d3;1.5;0.028;26.0;75.0;0.9922;3.3;0.46;7
0817803e-a02d-4545-852f-a1f5cdc02d2d;7.8;0.046;35.0;192.0;0.9955;3.1;0.37;5
b2ebb950-8c62-42d1-9d2e-8d663a49104e;1.5;0.049;10.0;97.0;0.9917;3.48;0.44;6
c06e5850-a74f-4ec1-adc4-9a0f511c4c1e;1.5;0.049;10.0;97.0;0.9917;3.48;0.44;6
e9c1516c-388b-4840-8731-286a466ada30;1.5;0.047;11.0;200.0;0.9954;3.19;0.46;5
8c38dd61-34df-4548-9639-66f817cdc38c;15.55;0.037;61.0;171.0;0.9986;2.94;0.35;6
22574d3c-c8bb-4354-8038-544ba5152de4;7.8;0.046;35.0;192.0;0.9955;3.1;0.37;5
7f86c1ae-93a8-4a7b-bd15-c8440d87bf47;1.7;0.031;48.0;134.0;0.9917;3.42;0.49;6
a9e23412-6030-4201-bd7e-a28676ddfe2d;1.5;0.03;30.0;125.0;0.9907;3.23;0.47;6
cdd803d7-040f-483f-b7e0-752475afe1be;1.0;0.042;14.0;59.0;0.9922;2.96;0.25;6
5336fd3c-450e-4c58-8a92-8d0abc83cab7;6.7;0.064;28.0;188.0;0.9958;3.29;0.3;5
cd689c08-7d76-4997-9ae8-6ef45076ebfa;1.6;0.04;32.0;155.0;0.993;3.23;0.52;6
711f6f7a-e91c-4dab-b866-ee17ba0e13a9;1.5;0.049;10.0;97.0;0.9917;3.48;0.44;6
e1933902-3be9-46b3-b9d4-be302a33b93d;1.2;0.033;11.0;59.0;0.9926;2.74;0.47;6
1c923c67-bb17-4e96-af28-a7d2d231cad2;7.1;0.045;41.0;169.0;0.9959;3.17;0.43;5
f3b2bb96-c859-45b4-a47b-cc7d17ca2383;1.0;0.034;17.0;93.0;0.9906;3.04;0.32;8
c9876f89-27dd-49ba-9594-102f64bd1656;12.1;0.301;24.0;220.0;0.9993;2.94;0.48;5
8c7c3201-0264-4b7a-9cd0-0f5e075c3e49;7.1;0.027;25.0;126.0;0.993;3.02;0.34;8
1a06dc19-3feb-4c32-b7c4-e63f2d3c9dd1;1.0;0.034;17.0;93.0;0.9906;3.04;0.32;8
c81ad262-a9f0-47e7-a330-dcd215e7a02a;1.15;0.044;15.5;217.5;0.992;3.33;0.44;6
33014645-e284-4fb1-9dbe-50e9ad9574ae;6.0;0.034;50.0;127.0;0.992;3.51;0.58;7
201feef6-88ac-4af3-ae7f-cc1be051ce7a;1.2;0.038;21.0;115.0;0.994;3.16;0.67;6
585fbb6c-a449-4fd9-a57e-d779e49f62fd;7.1;0.045;41.0;169.0;0.9959;3.17;0.43;5
369e9f7a-6165-4dde-8af8-54e959b95c22;2.3;0.033;29.0;102.0;0.9908;3.26;0.54;7
a6764e9d-1aa9-40da-bf8e-def2d16c1928;3.4;0.023;19.0;87.0;0.9902;3.14;0.53;6
9a11d596-da5c-4bc8-ad91-fcca7d6cde80;2.3;0.033;29.0;102.0;0.9908;3.26;0.54;7
b926f9c1-e2f9-4621-921b-8d98eb2ab3cc;6.5;0.039;20.0;110.0;0.9943;3.1;0.42;5
918e1419-2961-4db7-bc13-2264d86a58a7;1.2;0.047;25.0;109.0;0.9921;3.23;0.28;6
5d4179c9-b9e0-4a2d-8d27-32fc2d6a8160;1.15;0.033;18.0;96.0;0.9911;3.2;0.32;3
280fd3d2-94b8-408e-bbe7-20db4d4f3ce5;13.0;0.043;46.0;238.0;0.9986;3.06;0.41;6
2947d42f-af84-450b-bf7b-b8f8d3cd9209;4.5;0.03;40.0;114.0;0.992;3.17;0.54;7
949af89a-0c4f-4b79-b2a7-e8ad6e0b0042;5.85;0.033;27.0;93.0;0.992;3.16;0.54;7
32b9730f-345e-47fd-9186-c4b9d041ae88;5.2;0.037;29.0;131.0;0.9943;3.38;0.44;6
07fdfb80-8c3d-42f5-bd22-d9f1e753a681;1.3;0.043;47.0;155.0;0.9937;3.42;0.5;6
156f5ad8-3bca-4fd5-be34-2a03c99145f4;1.7;0.036;46.0;195.0;0.993;3.03;0.48;5
40a623f3-e406-46be-ae0a-499ad2677174;3.4;0.023;19.0;87.0;0.9902;3.14;0.53;6
8c4972e7-9ecf-4a44-b70f-b91e14bd2a3e;3.6;0.024;35.0;116.0;0.9928;3.17;0.51;5
3ca3a599-5349-4fdb-9a59-02161a66c092;2.7;0.041;35.0;128.0;0.9896;3.07;0.43;7
54872fcc-781c-481e-84e7-4e6e2042cf6f;2.2;0.042;28.0;164.0;0.998;3.19;0.59;5
90a6086c-43fb-4e11-90bf-202692173c70;1.8;0.041;44.0;178.0;0.9954;3.45;0.43;6
646301df-af97-4c71-a4f2-97a382909d5a;2.1;0.036;33.0;187.0;0.9938;3.4;0.41;7
ab9bae62-59dc-4927-b88e-a5e3a0340884;6.6;0.033;36.0;141.0;0.9918;2.98;0.39;7
7028878d-73dd-446c-bd30-123a23e4dca5;2.7;0.041;35.0;128.0;0.9896;3.07;0.43;7
41c129ea-7e70-4069-8f25-e5975e22a244;5.1;0.037;23.0;131.0;0.9944;3.29;0.32;5
6cce1139-9d14-4faf-9571-7739c59bad55;17.55;0.042;62.0;233.0;0.9999;2.92;0.68;4
b3c7ef89-8417-4661-a7ec-b11ed78c29a0;5.2;0.055;41.0;167.0;0.9953;3.18;0.4;7
29a71118-ae2d-4123-aa14-ce1cf189a3c3;1.1;0.046;25.0;80.0;0.992;3.25;0.4;6
183dc8ed-efa4-4246-89e2-d815e483dda2;1.1;0.045;20.0;73.0;0.9925;3.32;0.4;7
9ad8de53-608e-493d-b864-52ae435bc4c9;10.7;0.051;46.0;195.0;0.9981;3.15;0.51;5
0c02160d-8aef-4757-9c8e-f9142650455b;5.15;0.034;48.0;160.0;0.9952;3.82;0.51;7
4f0752de-fcfd-47ef-a424-c8cedabf1bd3;1.1;0.049;28.0;150.0;0.9927;3.13;0.42;5
8de81c2b-00e8-4b35-9977-8bb13db22286;1.1;0.047;24.0;152.0;0.9927;3.12;0.42;6
60dfbc3b-1d55-444d-bd92-50bdfe78d0f5;1.8;0.037;52.0;165.0;0.9911;3.29;0.39;7
06b40aaa-fd59-4274-909e-4aedb26e5387;1.0;0.138;58.0;150.0;0.9936;3.08;0.3;5
461c814b-3a7b-4e82-8864-fe8ec55eee2a;1.8;0.057;29.0;104.0;0.9959;3.81;0.57;6
eb240a8a-30b0-45bd-b478-2c7d3e9dcc34;1.4;0.046;28.0;157.0;0.9946;3.33;0.62;6
285a2bcb-0a42-4b6f-99be-845529048556;6.7;0.036;88.0;223.0;0.9948;3.28;0.35;6
1994529c-739b-4ba1-abca-9377345ac3e1;6.8;0.034;65.0;212.0;0.9955;3.08;0.39;6
708c0aa9-83fe-4356-ad6d-c41a2e61f59b;6.8;0.036;64.0;245.0;0.9951;3.06;0.36;6
a00d98c0-c589-4a4b-8383-0d8f77fef96a;7.1;0.037;63.0;236.0;0.9952;3.06;0.34;6
a83ad517-b285-4312-9892-00d3d6dfaaa9;1.5;0.05;31.0;156.0;0.9946;3.32;0.64;6
601c0cb8-0dba-4f7c-a7e6-b4aac6c4a4b2;1.4;0.046;28.0;157.0;0.9946;3.33;0.62;6
5891906c-09fd-445d-b493-f12abea0b3ad;1.45;0.039;77.5;223.0;0.9944;2.92;0.46;6
94e67a0c-ba32-4c37-a2c7-14c39ed726d4;1.2;0.036;15.0;73.0;0.9938;3.46;0.39;5
6c569127-2ae7-4363-8791-c07d2a889f0d;7.4;0.059;36.0;174.0;0.9963;3.46;0.62;7
bfa0087a-b1d6-405e-80a8-cff4ac730988;4.2;0.028;36.0;116.0;0.991;2.99;0.41;8
a0761f90-9244-48f1-96db-c88041d2ad7d;14.6;0.044;45.0;163.0;1.0003;3.21;0.69;7
4b8037a1-3f01-49c5-856c-4ef65aa25774;10.5;0.04;21.0;145.0;0.9966;3.04;0.35;5
583fd153-62b0-4f45-9b32-088d927bf870;13.8;0.048;55.0;190.0;0.9993;3.07;0.58;6
1dd1ebe5-aa9e-4dfd-ab1a-5168c861e503;14.6;0.044;45.0;163.0;1.0003;3.21;0.69;7
4238b8da-3765-42db-97a9-3f1c1b5e8f29;1.1;0.037;23.0;126.0;0.9938;3.21;0.42;5
ab237458-0669-48fa-93fd-648d7b1a0bb1;5.3;0.169;32.0;162.0;0.9965;3.2;0.48;5
deab1e16-f31d-4b70-a46e-fa63b187e3a0;1.1;0.037;23.0;126.0;0.9938;3.21;0.42;5
26fb25ae-b4d9-4b76-a1b8-b5e46c8f5b05;13.8;0.048;55.0;190.0;0.9993;3.07;0.58;6
00270f52-a0a9-463f-bc7a-7f808b8cb283;1.5;0.064;20.0;132.0;0.9938;3.22;0.46;6
1f564947-f6a7-4681-84a9-66c12f93491a;14.6;0.044;45.0;163.0;1.0003;3.21;0.69;7
c629ac53-2c11-4b00-9074-74acdd3d769d;10.5;0.04;21.0;145.0;0.9966;3.04;0.35;5
d6a9756f-c007-4af2-92f4-45e3ad97c076;4.9;0.083;10.0;133.0;0.9942;3.33;0.37;6
b1bcd9ee-f84f-4701-8bac-79bc16413842;1.9;0.025;14.0;153.0;0.9928;3.29;0.62;6
b613b4fa-9a55-425c-b4a6-222af796689e;1.7;0.026;29.0;140.0;0.991;3.02;0.78;6
e6186f35-2622-4e95-aa7c-4496d9ef5fbd;1.8;0.028;26.0;168.0;0.9911;2.99;0.48;7
95c43357-0b33-4a95-95f4-9f633e4d29ad;10.7;0.039;51.0;147.0;0.9977;3.02;0.43;5
d10857bd-9fac-47b9-ba08-0429afc65ff1;8.8;0.026;50.0;151.0;0.9927;3.07;0.25;8
d7078da2-90f1-4e1a-b021-f2e4e9425f3e;1.8;0.028;26.0;168.0;0.9911;2.99;0.48;7
333e4878-926b-413e-b6a3-2d27be4bcfef;1.7;0.026;29.0;140.0;0.991;3.02;0.78;6
b6582952-dbee-422f-8892-ae9277255e28;1.8;0.05;40.0;147.0;0.9912;3.06;0.44;7
47265e25-a0bb-420b-af48-49bca7ddec0e;1.6;0.032;35.0;110.0;0.9907;3.02;0.6;7
01726a1d-751c-45a1-a313-e1e3017e70e2;1.4;0.029;29.0;109.0;0.9902;3.15;0.51;7
babbf92d-6595-49dc-913e-78f4761ba7bf;1.6;0.034;15.0;78.0;0.992;3.38;0.44;6
8b211b7a-cf73-4442-a995-bbc6f52f55f0;1.5;0.033;16.0;98.0;0.994;3.14;0.42;6
36390bb2-33b9-4122-bc2d-8f313b3041ac;9.2;0.038;54.0;191.0;0.9966;3.04;0.56;6
6f58e270-ff8c-4712-bc1c-49dc9ee288f5;1.1;0.037;14.0;79.0;0.993;3.5;0.54;6
ce4c5490-68e1-4677-96e8-d9708484421e;4.3;0.03;10.0;102.0;0.993;3.0;0.87;4
e23f2b06-09da-4eb0-af18-de2cb93c6179;4.2;0.031;10.0;102.0;0.993;3.0;0.86;4
f28842e2-7df3-473f-8c5e-e4e1c5796149;9.2;0.038;54.0;191.0;0.9966;3.04;0.56;6
36083726-7299-4812-8758-37ec10ee1f8f;5.0;0.045;30.0;131.0;0.9942;3.32;0.44;6
625fdba9-410b-44d2-bf69-fc80de5fe05c;6.8;0.045;29.0;122.0;0.9925;3.19;0.37;7
de46f04d-0460-41dd-9224-82045355246a;5.2;0.04;45.0;163.0;0.9925;3.3;0.47;6
40dd7c48-3fea-4bbd-84ef-0496f83f3051;4.75;0.042;45.0;166.0;0.9928;2.96;0.4;5
2f20045a-ee6d-4cb3-b876-990d4d2a8c8d;5.9;0.045;52.0;159.0;0.995;2.93;0.35;6
3bccace5-b0d9-4735-bf6a-a69d79adff23;7.7;0.032;51.0;176.0;0.9939;3.22;0.27;5
66d17f36-de4b-4908-921f-33c11bfc700c;6.4;0.067;39.0;212.0;0.9958;3.3;0.33;6
5970a3cb-e25f-453e-9491-d79941df2eb1;8.1;0.035;60.0;163.0;0.9952;3.05;0.3;6
27b1d97e-9a58-45b0-b5d7-613308c9b1a6;17.35;0.038;61.0;228.0;1.0;2.95;0.75;5
5d592b4d-708d-45b3-8ba9-7b5991a32a56;1.8;0.05;17.0;114.0;0.9948;3.33;0.49;7
94d8291f-28c9-480b-831e-c9ca9702266d;1.8;0.047;34.0;105.0;0.99;3.13;0.49;8
294dcdb3-7aa6-4fa2-aeaa-1d88b94715e9;1.5;0.049;23.0;142.0;0.9958;2.98;0.62;5
67865d68-1125-4e02-9383-d1a0f74619d0;1.6;0.046;22.0;130.0;0.9948;3.02;0.45;6
7f1e878f-9551-4500-931c-24d1071fd0d6;1.6;0.049;14.0;94.0;0.9949;3.02;0.61;6
bb825196-eb9d-4326-bd0a-71a99e6dd6f6;13.5;0.041;37.0;142.0;0.997;3.46;0.39;6
d827a2d8-5901-421f-9a73-6bcfde7abd9c;3.75;0.039;37.0;116.0;0.9927;3.23;0.5;6
0aff200e-5fb3-4f2c-af65-aec1052208f0;1.3;0.04;16.0;160.0;0.9938;2.94;0.43;5
98e9a507-17a9-47e1-a3c2-a21610908658;1.3;0.046;14.0;186.0;0.9949;3.08;0.48;5
bcc89d34-6a97-4b95-9e04-a61d3fb86bbd;6.2;0.04;46.0;169.0;0.9953;3.15;0.46;6
2252296e-73b4-4aeb-9c56-71473f72f739;9.7;0.044;63.0;162.0;0.997;3.1;0.46;6
488eee01-e16e-4040-a01c-6183e58f60e9;2.0;0.026;40.0;190.0;0.9932;3.04;0.39;6
6eb079ee-1e94-4ff2-b108-34d691c7d3c3;1.4;0.039;21.0;177.0;0.9927;3.32;0.62;5
6ff7b939-6c2f-4e9d-a16f-acc7ed7bc555;1.1;0.044;25.0;96.0;0.9932;3.54;0.51;6
dbe41221-d3c5-4afe-84a1-568f4af82784;6.6;0.038;59.0;234.0;0.9955;3.03;0.42;5
6e7b211f-71ee-4a1c-8dfa-5ed1185118fa;1.5;0.044;6.0;114.0;0.9914;3.04;0.74;6
9e25801c-6d45-4ff1-a7e7-be03f3c4f8b3;4.6;0.028;17.0;114.0;0.991;3.23;0.43;6
7f8e4e31-f02c-4600-be1d-67f52958282c;0.9;0.037;28.0;152.0;0.992;3.54;0.56;6
ad3a50a3-533b-4faf-a3ca-1e0ecf22fbd8;1.7;0.093;40.0;161.0;0.9924;3.44;0.66;5
d1404a98-aa65-45d4-a525-69f5be3ceab7;1.3;0.043;21.0;182.0;0.9927;3.25;0.62;6
8f52ef0d-f34c-4b0f-802e-ae96cc3ef035;2.3;0.04;28.0;114.0;0.9911;3.2;0.52;7
8b7f60ac-e120-4abe-8044-92748caf4966;6.8;0.042;33.0;168.0;0.9958;3.12;0.36;6
8165e3f0-4618-4837-a5ea-188845625d22;1.5;0.047;44.0;167.0;0.9928;3.12;0.44;6
7390a3de-40b3-4b80-886c-ccafcce1b81e;1.2;0.028;13.0;81.0;0.9902;3.37;0.38;6
947ea53d-18d2-4886-9f70-38d68f66c8e5;2.1;0.052;20.0;104.0;0.994;2.85;0.46;5
e4ba2e89-d511-4dc4-ac4b-c78c7333e77a;2.2;0.05;24.0;108.0;0.994;2.85;0.45;5
0001ba94-6b76-43e3-8266-94f7444d7b49;8.8;0.058;24.0;110.0;0.9972;3.4;0.4;6
9b40e362-962b-40e1-9f71-36b3e976b022;17.0;0.05;69.0;210.0;1.0004;3.15;0.51;7
5f0f9664-537c-4a1f-9d90-8ba73e888bc2;1.8;0.034;62.0;180.0;0.991;3.09;0.75;8
e6f74025-e707-4969-b55d-26edfb1342fd;1.2;0.048;26.0;107.0;0.9918;3.21;0.34;6
5ee140cf-4635-404a-a25a-ca26b22bd837;2.3;0.047;60.0;189.0;0.995;3.65;0.72;6
49ff2dfd-3519-4587-8a8c-5f0c824ec231;7.0;0.042;38.0;161.0;0.9941;3.26;0.37;8
46495c4c-7a01-4f38-b89c-be1028a7eafd;6.4;0.048;40.0;251.0;0.9956;3.29;0.52;5
18982bd3-0fa1-4d69-a63e-c7bff875a7f8;6.4;0.048;40.0;251.0;0.9956;3.29;0.52;5
09744a9a-3cf5-4234-92fc-15b1d0d41d27;12.15;0.033;37.0;116.0;0.9959;2.99;0.39;6
33d96732-8f4f-44da-bcb1-44a3bb277fb9;0.8;0.04;50.0;121.0;0.9922;3.27;0.33;6
fd90aed9-8754-452d-80ce-816f6d375745;2.0;0.029;13.0;151.0;0.9931;3.04;0.33;5
c7983086-94c5-458a-8d0a-32f78b15f702;12.15;0.033;37.0;116.0;0.9959;2.99;0.39;6
9c8e9076-b45e-423c-97ad-ab3f0a633091;12.4;0.059;52.0;181.0;0.9984;3.51;0.47;6
76e2d2e0-4867-4925-b3c0-a6bd386d870e;1.9;0.041;51.0;165.0;0.9908;3.26;0.4;8
6fec445b-9a05-45d4-95d8-f74ec964b0c4;1.1;0.043;36.0;113.0;0.991;3.39;0.48;8
482c549d-b6de-459b-9134-0cb72c8a7473;6.2;0.039;46.0;163.0;0.9928;3.21;0.35;7
86bd9dd5-e08c-4fb0-8e0b-7eddf2f37328;6.3;0.039;35.0;162.0;0.9936;3.15;0.34;7
011ede1b-a632-440c-9cbc-7536d0e72a13;7.0;0.042;38.0;161.0;0.9941;3.26;0.37;8
9e923cac-cdb8-470f-95ed-30fb47ba5e30;0.9;0.042;15.0;61.0;0.9924;2.96;0.28;4
05caafc5-11db-459f-8c9b-f8478f85051f;3.9;0.034;22.0;122.0;0.9917;3.29;0.67;7
73ec78a4-0c26-45ac-8c20-f6e7a96313aa;3.9;0.027;40.0;130.0;0.9906;3.28;0.39;7
1bcf5e09-4976-492f-a898-01d178f21ed2;2.3;0.047;60.0;189.0;0.995;3.65;0.72;6
2bfc57cf-6b22-41c9-8426-e6baeab388a2;6.4;0.048;40.0;251.0;0.9956;3.29;0.52;5
eaf9b284-266d-4817-989d-fea19de84122;1.8;0.04;43.0;179.0;0.9955;3.43;0.41;5
a869a974-e343-4be9-a2c5-18f3fc7d5335;1.1;0.04;38.0;143.0;0.9907;2.92;0.42;5
7b0383e9-a8eb-4eed-9c1f-655a6df65be6;15.4;0.05;55.0;191.0;1.0;3.32;0.59;6
e762d90c-c54f-473a-b9cf-04b4a594aac5;6.5;0.039;43.0;167.0;0.9953;3.15;0.44;6
bd493108-179a-448c-a18b-aa0d25de9f50;2.4;0.048;35.0;103.0;0.9911;3.28;0.46;8
15cd0383-56c2-4d2a-9aa2-91ae51b18b21;1.4;0.04;31.0;132.0;0.9922;3.36;0.54;7
1424f8de-a231-4a79-b28e-501c906b5e9a;5.7;0.044;56.0;158.0;0.9951;3.52;0.37;6
31ca9233-e486-4700-a3ae-a61c9fca3280;5.7;0.038;56.0;189.5;0.9948;3.59;0.43;7
5c5df357-da1b-47eb-af18-471fbd7a27d9;1.4;0.04;42.0;115.0;0.9906;3.19;0.48;7
8ad73476-f0c8-438d-b0ce-78c2ca70031b;1.4;0.051;15.0;96.0;0.994;3.22;0.38;4
0d59645c-a687-479c-8959-e00c1634b54a;1.1;0.04;38.0;143.0;0.9907;2.92;0.42;5
8be0b253-f076-4749-84c8-e967adece6ff;1.2;0.046;35.0;140.0;0.9927;3.33;0.33;7
34fd6a4a-6a29-4b42-8bc3-815e5f8b67fa;0.9;0.037;22.0;95.0;0.9914;3.25;0.43;6
a7ce1455-9260-4ccf-a057-747daaa90723;3.8;0.058;19.0;115.0;0.9958;3.15;0.45;5
b33469f2-3783-44a4-b63d-e88cbb7fd38c;15.4;0.05;55.0;191.0;1.0;3.32;0.59;6
c5c17dd9-598e-420b-8f4a-50ef1680e8f9;14.15;0.168;42.0;185.0;0.9984;2.9;0.49;5
aa848c0c-b026-4dd2-bc35-a5ba19f2cc0c;1.9;0.052;23.0;116.0;0.9941;3.25;0.4;6
94abb8fa-d588-4a1f-b0f2-4808440a664b;9.2;0.042;41.0;162.0;0.9944;3.1;0.38;7
44f71df3-4242-408f-a2ff-005c368fb510;8.2;0.044;37.0;181.0;0.998;2.87;0.68;6
df7e255c-a705-448d-a2a2-faafe3029597;8.2;0.044;37.0;181.0;0.998;2.87;0.68;6
51ecfc67-7f39-4def-b4bd-5c1c1701cf47;2.7;0.032;24.0;121.0;0.9902;3.14;0.38;7
c92e170c-a185-47b1-b01f-257027ef4f5c;1.7;0.032;30.0;130.0;0.9911;3.28;0.41;7
e5a88b20-a40e-49bf-a7ea-c691529959c7;1.7;0.047;6.0;134.0;0.9929;3.15;0.69;6
1e74583c-5506-4736-9e50-25b79f1734c5;1.7;0.05;10.0;136.0;0.993;3.16;0.71;6
708898e5-778b-41ec-9d59-f71f262069b4;1.6;0.047;46.0;132.0;0.9918;3.35;0.38;7
93f99710-5309-40ff-89c2-923bb0fe9406;0.9;0.054;5.0;126.0;0.992;3.1;0.42;6
2e2ac174-03c6-4cb7-9c71-34d4fdb4e11c;8.5;0.044;36.0;152.0;0.9932;3.38;0.35;7
5969e587-bc02-42ae-a34f-bd98ef2cd853;5.7;0.039;24.0;98.0;0.992;3.54;0.61;7
1829ee1c-d384-44be-b51f-e8797aa6ae1c;3.1;0.045;28.0;92.0;0.994;3.12;0.35;6
3e6de932-8493-471e-b027-2d9734a9b0fd;1.3;0.046;25.0;102.0;0.9923;3.24;0.33;6
84924b0e-40fa-49a1-98b8-315fdb162d98;1.6;0.047;5.0;133.0;0.993;3.23;0.7;6
2f4c11ac-2d12-434e-9cac-441cacab2710;1.3;0.042;26.0;138.0;0.9956;3.77;0.64;5
17bf7c79-9424-4c86-a924-1742eba4bc36;4.5;0.039;17.0;116.0;0.9907;3.42;0.9;7
d14c2e3f-6760-4806-b5ca-35662db1d0f8;2.8;0.034;15.0;85.0;0.99;3.28;0.51;6
6f0fec9c-813e-47af-b69a-2498cc1f6cc8;1.2;0.044;12.0;143.0;0.9918;3.2;0.48;7
053bcbc8-4b16-42a5-8437-e4bd531eb547;0.9;0.037;73.0;180.0;0.9926;3.06;0.34;6
b6e544ae-09a7-41f3-9c6d-592e5a8054c9;7.4;0.034;33.0;123.0;0.995;3.49;0.42;6
c412ff87-d40b-4c0b-9ff9-578aeaa3b274;1.4;0.029;23.0;81.0;0.99;3.26;0.42;6
