id;fixed acidity;volatile acidity;citric acid;alcohol
ea1f8d4398e74fac886944f7e38bcd1f;6.3;0.55;0.45;9.2
d9ab9c63fe764d3999148215542b4248;6.5;0.115;0.29;12.9
c5c576626ab8455387b1c5d69ce2e419;6.4;0.125;0.29;12.0
8f1f9de307e9481ca6905d3bd2cfc5ad;5.7;0.1;0.27;9.5
f1c62f81272b489e875a056b9b0d6175;7.9;0.25;0.29;11.8
8ee5273be7e34c9ca06b4ab28a04f2ce;6.9;0.2;0.28;9.1
a195a1a791fd483eb11ee46dc4bec4e6;6.9;0.23;0.34;9.7
cb851e7f59d342e99cb4e4b384222e2b;6.8;0.39;0.31;9.1
594d6b10f384435987d899d8825cb0d0;8.7;0.22;0.42;10.0
5822509f989f4ccfa083ef4534859e3f;7.4;0.41;0.34;10.4
72f2c4bb85584d719b64c4aaaf4d3c5e;6.7;0.25;0.34;9.5
02e314ae181742139498f99892d68707;6.0;0.26;0.42;12.3
4dbd70a8c36f4926b8a2db27da7da5de;6.1;0.31;0.37;11.7
6df7f3fba819489597ce450300ed5384;9.2;0.28;0.46;9.5
77394ed580954896bd2be0ef455df3ad;9.0;0.31;0.49;11.5
f59af372f0fd4a6284ec11fe4eaf4cdb;8.5;0.16;0.33;10.6
016ed0812e1a437f97772939b6d8d087;9.3;0.34;0.49;10.2
2c1c7b955f2f4ede81fc2abd70e47dc0;9.2;0.28;0.46;9.5
362152a5416d4e0293a5c5abdce630a5;7.2;0.24;0.3;10.5
04c98cceafe94628bb37da020b02c1dd;7.2;0.25;0.32;10.5
ee2d030cd5ea455f908db98aa14cf25d;6.8;0.32;0.18;8.9
9c7cdcf61af744dbba45609b4480f44e;9.1;0.27;0.32;10.6
b45d854b06314450b4d2cbb3e2b1f5c5;8.9;0.34;0.32;9.5
ff934fef49b940ef970fd62680d61f9c;7.0;0.17;0.37;10.8
656945120d9f4520b4d39ebd27c11b8e;6.7;0.25;0.23;9.5
34037d57d23949508b0d77e63e09ecba;6.9;0.32;0.17;8.9
5414b32a94b34948adb8879b70b70a4a;6.8;0.32;0.18;8.9
153a510a26d84ca9b9ec377687c1d605;6.1;0.6;0.0;9.4
dfe3e2d8290a4a629b35d3b541ff6c6e;5.3;0.395;0.07;10.6
b3a1540a90c845a1b109bd6eb6ed648c;7.9;0.16;0.3;9.0
aa02f7512f02415cb15929a3b4045332;7.6;0.33;0.36;10.5
ffce9ae06bf14a77a8f18079f2b4b73c;7.8;0.3;0.29;9.0
d93258e164254cca849feb71b6ad305f;7.8;0.3;0.29;9.0
be7add974359486284c6d4ce7d0e66e4;5.7;0.26;0.27;9.4
5943189c4c19477ba27460592b5e82b5;7.8;0.3;0.29;9.0
5d546d8fd88347c8a1d7095337b92dfb;7.5;0.14;0.34;9.6
73393b79d3444f79abe0fb04b1804907;7.8;0.3;0.29;9.0
960b66ca77f94ff79cb01f7f6826ac28;6.6;0.25;0.41;10.2
96dcaad0a0084766b23957f5046eacc5;5.7;0.26;0.27;9.4
036803ea49064e4d8271b174a194764a;8.2;0.23;0.49;10.4
f9aefa3ef3a04f0dba6688848f4c5ba0;6.0;0.24;0.32;10.4
952e375986854d9ca62217401fdb27fb;6.1;0.45;0.27;9.5
123e0cb33f6b4ec986304afd4e4c662f;7.4;0.23;0.43;10.6
78b51928d5de41b8a0b2290484f7ab48;7.2;0.2;0.38;11.0
a37b5c1de032453aab4c67febd756a3e;7.5;0.14;0.34;9.6
814e24c7d9f34803a5c898372ba88dba;7.7;0.25;0.43;9.9
6ffb8b9aab4941a79fde73eb4849fef5;8.2;0.61;0.45;9.6
9bd56c1dd85849ad991175a54be007ea;7.6;0.21;0.44;12.8
162c4160f641485b8d3b5327fa91af24;7.4;0.22;0.33;11.4
02bf17013fd54d249e50033f3eaab5e1;7.2;0.26;0.26;10.0
4411bd99d25e4e3b96682d04ad6da1fb;6.4;0.25;0.41;9.1
99b6bb3d2a11431fa5503ac92f74271a;6.3;0.32;0.35;9.4
7edf1f5280c04e7c9cd70c6656247fd6;6.8;0.25;0.29;10.2
cffbba7cea6543cab306e0c345a5d01a;9.8;0.44;0.4;9.2
b90c3c63489c4ab5893e8df198e98bf8;7.2;0.2;0.25;9.4
3cf5abcf66384dbebd3ebec956c4d8ef;8.2;0.61;0.45;9.6
2c6fd974492a44ad9272291e8cbf4141;7.5;0.42;0.45;10.1
9401a2cf6e0b4b4582b8843a56bec15b;7.4;0.22;0.33;11.4
a5a9987f5cd04c48868a9c3d295d213c;6.4;0.26;0.3;10.6
d3fec6200492433a901603faa3d6138e;7.9;0.46;0.32;12.8
7e6b9a1a47824d3e9f88227b23f8308a;6.5;0.41;0.64;8.9
ad4128ab8dec4fd89815f50686a51633;7.5;0.32;0.37;9.3
c367a0abc84649cbbf57140012630622;6.6;0.21;0.38;11.1
1c2bf8f103d944cc8f12d666df24de43;7.1;0.21;0.3;9.9
61e70a6c0d9b447e839ff22c8c2f230d;7.6;0.26;0.47;9.6
40a9e72e6a6749b38a6d5e9d2c71a33a;7.6;0.21;0.44;12.8
f255483698cd4af9a7e1132bad908b72;6.9;0.25;0.26;10.7
98f97994176343d4946059bcd0e0d60d;7.1;0.26;0.32;9.2
aa7e60e0bb4c4821a690f8eb4ff53c87;7.3;0.22;0.4;9.1
d85024d0bb834cfdb430356adaf9b2a8;6.2;0.37;0.22;9.6
9eb28cf1f7e34509a2f4d15d6438ecf3;7.9;0.22;0.45;9.2
8ebc1282c80c4f70aa66e3ef5cff4c0c;6.9;0.25;0.26;10.7
89904936a0634d43a71e9dc9b95efdfd;7.3;0.22;0.4;9.1
e5d9c0e4edd24e10a2689793dc741f1a;7.1;0.26;0.32;9.2
65805f0940d947ba9d3340b7962913ef;7.4;0.25;0.37;10.7
26548f00d3b047cfa4d38a341d70661f;6.8;0.18;0.37;10.8
1ee8cd2ffbba44a6b8974dcbca75d2d3;7.0;0.17;0.37;10.8
0817803ea02d4545852fa1f5cdc02d2d;6.4;0.3;0.38;9.0
b2ebb9508c6242d19d2e8d663a49104e;5.0;0.33;0.16;10.7
c06e5850a74f4ec1adc49a0f511c4c1e;5.0;0.33;0.16;10.7
e9c1516c388b48408731286a466ada30;8.9;0.33;0.32;9.4
8c38dd6134df4548963966f817cdc38c;7.0;0.26;0.46;8.8
22574d3cc8bb43548038544ba5152de4;6.4;0.3;0.38;9.0
7f86c1ae93a84a7bbd15c8440d87bf47;6.3;0.21;0.4;11.5
a9e2341260304201bd7ea28676ddfe2d;8.0;0.23;0.46;12.5
cdd803d7040f483fb7e0752475afe1be;9.2;0.28;0.41;10.5
5336fd3c450e4c588a928d0abc83cab7;7.3;0.27;0.39;9.7
cd689c087d7649979ae86ef45076ebfa;7.6;0.32;0.36;11.3
711f6f7ae91c4dabb866ee17ba0e13a9;5.0;0.33;0.16;10.7
e19339023be946b3b9d4be302a33b93d;9.7;0.24;0.45;10.8
1c923c67bb174e96af28a7d2d231cad2;8.0;0.28;0.42;10.6
f3b2bb96c85945b4a47bcc7d17ca2383;8.2;0.37;0.36;11.7
c9876f8927dd49ba9594102f64bd1656;8.0;0.61;0.38;9.2
8c7c320102644b7a9cd00f5e075c3e49;7.2;0.26;0.44;11.1
1a06dc193feb4c32b7c4e63f2d3c9dd1;8.2;0.37;0.36;11.7
c81ad262a9f047e7a330dcd215e7a02a;6.4;0.23;0.33;11.0
33014645e2844fb19dbe50e9ad9574ae;5.9;0.4;0.32;12.5
201feef688ac4af3ae7fcc1be051ce7a;7.6;0.28;0.39;10.0
585fbb6ca4494fd9a57ed779e49f62fd;8.0;0.28;0.42;10.6
369e9f7a61654dde8af854e959b95c22;7.2;0.23;0.39;12.3
a6764e9d1aa940dabf8edef2d16c1928;6.8;0.32;0.37;12.7
9a11d596da5c4bc8ad91fcca7d6cde80;7.2;0.23;0.39;12.3
b926f9c1e2f94621921b8d98eb2ab3cc;6.9;0.18;0.38;10.5
918e141929614db7bc132264d86a58a7;9.4;0.26;0.53;12.5
5d4179c9b9e04a2d8d2732fc2d6a8160;8.3;0.33;0.42;12.4
280fd3d294b8408ebbe720db4d4f3ce5;7.3;0.29;0.3;8.7
2947d42faf84450bbf7bb8f8d3cd9209;7.9;0.41;0.37;12.4
949af89a0c4f4b79b2a7e8ad6e0b0042;7.9;0.44;0.37;12.6
32b9730f345e47fd9186c4b9d041ae88;7.7;0.39;0.3;11.0
07fdfb808c3d42f5bd22d9f1e753a681;7.7;0.26;0.31;10.1
156f5ad83bca4fd5be342a03c99145f4;7.8;0.32;0.31;10.5
40a623f3e40646beae0a499ad2677174;6.8;0.32;0.37;12.7
8c4972e79ecf4a44b70fb91e14bd2a3e;7.3;0.24;0.39;10.9
3ca3a59953494fdb9a5902161a66c092;7.1;0.44;0.37;13.5
54872fcc781c481e84e74e6e2042cf6f;10.3;0.25;0.48;9.7
90a6086c43fb4e1190bf202692173c70;7.9;0.14;0.28;9.2
646301dfaf974c71a4f297a382909d5a;7.4;0.18;0.42;10.6
ab9bae6259dc4927b88ea5e3a0340884;8.1;0.43;0.42;13.3
7028878d73dd446cbd30123a23e4dca5;7.1;0.44;0.37;13.5
41c129ea7e7040698f25e5975e22a244;6.4;0.26;0.22;10.1
6cce11399d144faf95717739c59bad55;8.0;0.66;0.72;9.4
b3c7ef8984174661a7ecb11ed78c29a0;8.0;0.2;0.4;10.6
29a71118ae2d4123aa14ce1cf189a3c3;7.2;0.21;0.34;11.3
183dc8edefa4424689e2d815e483dda2;7.2;0.18;0.31;10.8
9ad8de53608e493db86452ae435bc4c9;8.4;0.57;0.44;10.4
0c02160d8aef47579c8ef9142650455b;5.3;0.26;0.23;10.5
4f0752defcfd47efa424c8cedabf1bd3;5.7;0.245;0.33;9.3
8de81c2b00e84b3599778bb13db22286;5.6;0.245;0.32;9.3
60dfbc3b1d55444dbd9250bdfe78d0f5;7.3;0.25;0.41;12.2
06b40aaafd594274909e4aedb26e5387;7.0;0.16;0.73;9.2
461c814b3a7b4e828864fe8ec55eee2a;6.4;0.22;0.34;10.3
eb240a8a30b045bdb4782c7d3e9dcc34;7.3;0.18;0.65;9.4
285a2bcb0a424b6f99be845529048556;6.4;0.17;0.27;10.2
1994529c739b4ba1abca9377345ac3e1;6.9;0.29;0.16;9.0
708c0aa983fe4356ad6dc41a2e61f59b;6.2;0.21;0.38;9.3
a00d98c0c5894a4b83830d8f77fef96a;6.4;0.23;0.3;9.2
a83ad517b2854312989200d3d6dfaaa9;7.3;0.19;0.68;9.4
601c0cb80dba4f7ca7e6b4aac6c4a4b2;7.3;0.18;0.65;9.4
5891906c09fd445db493f12abea0b3ad;9.6;0.29;0.46;9.5
94e67a0cba324c37a2c714c39ed726d4;7.2;0.14;0.35;9.9
6c5691272ae743638791c07d2a889f0d;6.9;0.31;0.34;11.1
bfa0087ab1d6405e80a8cff4ac730988;7.5;0.28;0.34;12.3
a0761f90924448f196dbc88041d2ad7d;8.0;0.22;0.42;8.6
4b8037a13f0149c5856c4ef65aa25774;7.6;0.31;0.29;9.4
583fd15362b04f459b32088d927bf870;8.4;0.35;0.56;9.4
1dd1ebe5aa9e4dfdab1a5168c861e503;8.0;0.22;0.42;8.6
4238b8da376542db97a93f1c1b5e8f29;8.1;0.5;0.47;10.9
ab237458066948fa93fd648d7b1a0bb1;7.0;0.39;0.31;9.4
deab1e16f31d4b70a46efa63b187e3a0;8.1;0.5;0.47;10.9
26fb25aeb4d94b76a1b8b5e46c8f5b05;8.4;0.35;0.56;9.4
00270f52a0a9463fbc7a7f808b8cb283;6.2;0.22;0.27;9.2
1f564947f6a7468184a966c12f93491a;8.0;0.22;0.42;8.6
c629ac532c114b00907474acdd3d769d;7.6;0.31;0.29;9.4
d6a9756fc0074af292f445e3ad97c076;7.0;0.24;0.36;10.8
b1bcd9eef84f47018bac79bc16413842;6.6;0.27;0.3;10.5
b613b4fa9a55425cb4a6222af796689e;7.8;0.16;0.41;12.5
e6186f3526224e95aa7c4496d9ef5fbd;7.7;0.27;0.34;12.1
95c433570b334a9595f49f633e4d29ad;7.4;0.31;0.74;8.7
d10857bd9fac47b9ba080429afc65ff1;8.0;0.45;0.36;12.7
d7078da290f14e1ab021f2e4e9425f3e;7.7;0.27;0.34;12.1
333e4878926b413eb6a32d27be4bcfef;7.8;0.16;0.41;12.5
b6582952dbee422f8892ae9277255e28;6.6;0.16;0.29;11.4
47265e25a0bb420baf4849bca7ddec0e;8.3;0.21;0.4;12.9
01726a1d751c45a1a313e1e3017e70e2;7.2;0.32;0.33;12.8
babbf92d659549dc913e78f4761ba7bf;6.6;0.16;0.3;11.2
8b211b7acf734442a995bbc6f52f55f0;8.4;0.16;0.33;9.7
36390bb233b94122bc2d8f313b3041ac;7.5;0.23;0.32;9.7
6f58e270ff8c4712bc1c49dc9ee288f5;6.2;0.17;0.3;10.3
ce4c549068e1467796e8d9708484421e;6.9;0.39;0.22;11.6
e23f2b0609da4eb0af18de2cb93c6179;6.9;0.41;0.22;11.6
f28842e27df3473f8c5ee4e1c5796149;7.5;0.23;0.32;9.7
3608372672994812875837ec10ee1f8f;7.5;0.38;0.33;10.9
625fdba9410b44d2bf69fc80de5fe05c;7.3;0.42;0.38;12.6
de46f04d046041dd922482045355246a;7.3;0.34;0.39;12.4
40dd7c483fea4bbd84ef0496f83f3051;7.8;0.23;0.28;11.5
2f20045aee6d4cb3b876990d4d2a8c8d;9.0;0.245;0.38;10.2
3bccace5b0d94735bf6aa69d79adff23;6.9;0.2;0.4;11.4
66d17f36de4b4908921f33c11bfc700c;7.4;0.19;0.42;9.6
5970a3cbe25f453e9491d79941df2eb1;8.2;0.2;0.36;10.3
27b1d97e9a5845b0b5d7613308c9b1a6;8.0;0.59;0.71;9.3
5d592b4d708d45b38ba97b5991a32a56;7.9;0.14;0.45;10.7
94d8291f28c9480b831ec9ca9702266d;6.8;0.24;0.4;12.8
294dcdb37aa64fa2aeaa1d88b94715e9;9.7;0.14;0.59;9.5
67865d6811254e029383d1a0f74619d0;9.2;0.15;0.68;10.4
7f1e878f95514500931c24d1071fd0d6;9.4;0.17;0.55;10.3
bb825196eb9d4326bd0a71a99e6dd6f6;5.2;0.365;0.08;9.9
d827a2d85901421f9a736bcfde7abd9c;6.3;0.23;0.22;10.7
0aff200e5fb34f2caf65aec1052208f0;9.6;0.25;0.54;10.5
98e9a50717a947e1a3c2a21610908658;9.2;0.32;0.42;9.6
bcc89d346a974b959e04a61d3fb86bbd;6.4;0.31;0.4;9.3
2252296e73b44aeb9c5671473f72f739;8.1;0.2;0.36;10.0
488eee01e16e4040a01c6183e58f60e9;7.9;0.255;0.26;11.2
6eb079ee1e944ff2b10834d691c7d3c3;7.0;0.15;0.34;10.8
6ff7b9396c2f4e9da16facc7ed7bc555;6.4;0.15;0.31;10.3
dbe41221d3c54afe84a1568f4af82784;6.4;0.25;0.53;8.8
6e7b211f71ee4a1c8dfa5ed1185118fa;7.6;0.19;0.42;12.8
9e25801c6d454ff1a7e7be03f3c4f8b3;7.3;0.43;0.37;13.2
7f8e4e31f02c4600be1d67f52958282c;5.1;0.31;0.3;10.1
ad3a50a3533b4fafa3ca1e0ecf22fbd8;6.2;0.2;0.26;11.0
d1404a98aa6545d4a52569f5be3ceab7;6.9;0.16;0.35;10.8
8f52ef0df34c4b0f802eae96cc3ef035;7.7;0.32;0.48;12.8
8b7f60ace1204abe804492748caf4966;6.5;0.22;0.72;9.2
8165e3f046184837a5ea188845625d22;6.8;0.26;0.33;10.5
7390a3de40b34b80886cccafcce1b81e;5.2;0.37;0.33;11.7
947ea53d18d248869f7038d68f66c8e5;8.4;0.19;0.43;9.5
e4ba2e89d5114dc4ac4bc78c7333e77a;8.3;0.21;0.41;9.5
0001ba946b7643e3826694f7444d7b49;6.8;0.15;0.32;8.8
9b40e362962b40e19f7136b3e976b022;7.9;0.16;0.64;9.3
5f0f9664537c4a1f9d908ba73e888bc2;7.8;0.21;0.39;12.6
e6f74025e7074969b55d26edfb1342fd;9.0;0.24;0.5;12.4
5ee140cf4635404aa25aca26b22bd837;5.7;0.21;0.24;10.1
49ff2dfd351945878a8c5f0c824ec231;7.8;0.29;0.36;11.2
46495c4c7a014f38b89cbe1028a7eafd;6.7;0.18;0.3;10.0
18982bd30fa14d69a63ec7bff875a7f8;6.7;0.18;0.3;10.0
09744a9a3cf5423492fc15b1d0d41d27;8.4;0.58;0.27;10.8
33d967328f4f44dabcb144a3bb277fb9;7.2;0.16;0.32;10.0
fd90aed98754452d80ce816f6d375745;7.6;0.54;0.23;10.4
c798308694c5458a8d0a32f78b15f702;8.4;0.58;0.27;10.8
9c8e9076b45e423c97adab3f0a633091;6.6;0.25;0.31;9.8
76e2d2e048674925b3c0a6bd386d870e;7.3;0.23;0.37;12.2
6fec445b9a0545d495d8f74ec964b0c4;7.3;0.39;0.37;12.7
482c549db6de459b91340cb72c8a7473;7.0;0.46;0.39;12.2
86bd9dd5e08c4fb08e0b7eddf2f37328;8.2;0.35;0.4;11.9
011ede1ba632440c9cbc7536d0e72a13;7.8;0.29;0.36;11.2
9e923caccdb8470f95ed30fb47ba5e30;9.2;0.35;0.39;10.4
05caafc511db459f8c9bf8478f85051f;8.0;0.57;0.39;12.8
73ec78a40c2645ac8c20f6e7a96313aa;6.5;0.37;0.33;12.7
1bcf5e094976492fa89801d178f21ed2;5.7;0.21;0.24;10.1
2bfc57cf6b2241c98426e6baeab388a2;6.7;0.18;0.3;10.0
eaf9b284266d4817989dfea19de84122;7.8;0.13;0.3;9.0
a869a974e3434be9a2c518f3fc7d5335;7.6;0.19;0.41;11.4
7b0383e9a8eb4eed9c1f655a6df65be6;7.3;0.22;0.41;8.9
e762d90cc54f473ab9cf04b4a594aac5;6.3;0.29;0.4;9.3
bd493108179a448ca18baa0d25de9f50;6.8;0.35;0.32;12.0
15cd038356c24d2a9aa291ae51b18b21;6.5;0.19;0.32;10.8
1424f8dea2314a79b28e501c906b5e9a;6.2;0.12;0.26;10.5
31ca9233e4864700a3aea61c9fca3280;6.0;0.13;0.28;10.6
5c5df357da1b47ebaf18471fbd7a27d9;6.4;0.25;0.33;11.3
8ad73476f0c8438db0ce78c2ca70031b;6.9;0.32;0.16;9.5
0d59645ca687479c8959e00c1634b54a;7.6;0.19;0.41;11.4
8be0b253f076474984c8e967adece6ff;6.7;0.13;0.28;10.1
34fd6a4a6a294b428bc3815e5f8b67fa;7.0;0.14;0.41;10.9
a7ce145592604ccfa057747daaa90723;7.6;0.27;0.24;8.9
b33469f2378344a4b63de88cbb7fd38c;7.3;0.22;0.41;8.9
c5c17dd9598e420b8f4a50ef1680e8f9;7.4;0.64;0.47;9.3
aa848c0cb0264dd2bc35a5ba19f2cc0c;7.6;0.28;0.39;10.4
94abb8fad5884a1fb0f24808440a664b;8.3;0.26;0.41;12.0
44f71df34242408fa2ff005c368fb510;10.7;0.22;0.56;9.5
df7e255ca705448da2a2faafe3029597;10.7;0.22;0.56;9.5
51ecfc677f394defb4bd5c1c1701cf47;6.9;0.23;0.34;12.4
c92e170ca18547b1b01f257027ef4f5c;6.2;0.3;0.32;11.2
e5a88b20a40e49bfa7eac691529959c7;6.9;0.27;0.41;11.4
1e74583c550647369e5025b79f1734c5;6.9;0.28;0.41;11.4
708898e5778b41ec9d59f71f262069b4;6.9;0.28;0.3;11.1
93f99710530940ff89c2923bb0fe9406;6.9;0.46;0.2;10.4
2e2ac17403c64cb79c7134d4fdb4e11c;6.9;0.38;0.32;12.0
5969e587bc0242aea34fbd98ef2cd853;5.7;0.43;0.3;12.3
1829ee1cd38444beb51fe8797aa6ae1c;6.6;0.56;0.16;9.1
3e6de9328493471eb0272d9734a9b0fd;7.1;0.36;0.56;10.5
84924b0e40fa49a198b8315fdb162d98;6.8;0.23;0.4;11.4
2f4c11ac2d12434e9cac441cacab2710;6.2;0.33;0.29;9.5
17bf7c7994244c86a9241742eba4bc36;5.6;0.49;0.13;13.7
d14c2e3f67604806b5ca35662db1d0f8;6.6;0.42;0.33;13.4
6f0fec9c813e47afb69a2498cc1f6cc8;7.3;0.18;0.29;11.3
053bcbc84b1642a58437e4bd531eb547;8.1;0.19;0.4;10.0
b6e544ae09a741f39c6d592e5a8054c9;5.9;0.19;0.26;10.1
c412ff87d40b4c0b9ff9578aeaa3b274;6.2;0.16;0.47;12.2
1fa2d35968a745fba0bd6d2d1e4f51d5;6.6;0.42;0.33;13.4
7d1c7f0fe18c4d2d80fb19e997b2cf06;5.7;0.135;0.3;9.3
301fd979b9874eaf94e6ff07f7c7bd6a;5.6;0.49;0.13;13.7
21b9d2d03e1c4a1e8e275fba95ba2af3;6.9;0.19;0.33;12.3
41cdc0b0fccf4dad898df3d2079363e8;7.3;0.18;0.29;11.3
b940bc9180804062807a9577b2135111;7.3;0.25;0.36;8.9
fe271b833ef54bc3b24fad297cd1d8e9;7.3;0.25;0.36;8.9
c23ac0a15c1143318640abfb40d3b6d4;7.0;0.2;0.34;11.5
2c84fe016a9b49fc82bc906e8045ecb8;7.3;0.25;0.36;8.9
c590e77fac7845a4907589fc22c8e673;6.3;0.67;0.48;9.3
e091b111ca0e493bab971bc42568d08f;7.4;0.4;0.29;11.1
aaf1138bc21947c3829ca90a2a3c9e9e;7.1;0.26;0.31;10.9
f9388a53903a463fa47d37b862cb2c57;9.0;0.31;0.48;11.6
3ace83a686fe4b5690f23b9d3d8cea99;6.3;0.39;0.24;10.2
f075f325685045eeba9b44eaa7d7e497;8.2;0.22;0.36;10.5
5ddae5fd72fc4864b08af0b4d23f16e8;7.1;0.19;0.28;11.4
cb57bc705c7448fab5247775d81b9417;7.3;0.25;0.36;8.9
3842b01656084b5e80346d1e2887e083;7.9;0.2;0.34;10.6
4c09665ea51b4d20a8ae05dda34d960e;7.1;0.26;0.32;11.6
e8b5fa5bdebb401381d79c27eac1622f;7.0;0.2;0.34;11.5
db095dfce3784249a7f36fce37edd23c;6.9;0.3;0.33;12.3
92aa301d91f9464a994a2c74087cb099;8.1;0.29;0.49;10.8
472e8b0848554d5c90298c916593c290;5.8;0.17;0.3;11.3
71a5c9782a9b41b4957e97525c90b2fe;5.9;0.415;0.02;9.3
af1fa58e68cf4666aad17f11788cfa01;6.6;0.23;0.26;10.0
a8b647d1c9e34d7a92262de4c6f139de;8.6;0.55;0.35;11.0
35172ede5223429b911974e04428603e;6.9;0.35;0.74;10.2
3bdf4857b9a44f58902487521c0a2ae8;7.6;0.14;0.74;10.8
a047b0cfd3de4879988221cdd0a02bab;9.2;0.28;0.49;10.1
906b2283767547ef8e14bddf38220124;6.2;0.18;0.49;11.6
1f25f2c2495140efb8b71ca13ae00d0a;5.3;0.165;0.24;9.1
c402f0a1ba40402d8d241d475f1ef49a;9.8;0.25;0.74;10.0
31aa7a4ff6c5489f97e1c70d6cee2a81;8.1;0.29;0.49;10.8
b6eaed581f7442a684f42c17ff121b29;6.8;0.22;0.49;11.4
d9a1904326c44c30a55d212d2a6b9d2f;7.2;0.22;0.49;12.7
662eae8b3ee24a3fac040f74ace4737a;7.4;0.25;0.49;11.3
44c0b28df67d4668b07a5df70f429483;8.2;0.18;0.49;10.4
f69d6f9d8c244ac0a592121302ff8380;6.1;0.22;0.49;9.6
dfee8d88965d4775978c100e3ada6dbf;7.0;0.39;0.24;10.1
707b8e9b82344781ab22d2a770f9c291;6.1;0.22;0.49;9.6
015f3e424b214fc5a00f11cfad74096b;6.5;0.36;0.49;12.1
313ccc71dc7d4c54b01890e770b823f0;7.1;0.29;0.49;12.2
44f50604297a4216a0f185aca254601a;7.4;0.25;0.49;11.3
58bd62006bf5413aaef96af748c09167;6.9;0.23;0.24;9.6
a1b45229cf5e48c38a68e17a56ba281b;8.5;0.56;0.74;9.2
240ca1c6510443efb97099c8f43f48ae;8.2;0.18;0.49;10.4
1be0458d9eed416fa626c2238f29c6c5;6.3;0.23;0.49;9.5
76db426fd9b94225b85d86120cab9bd3;6.1;0.25;0.49;8.9
32e5c04d27ba4f0d842724da94bcb9d9;7.2;0.26;0.74;8.8
efb98144c11542eda2fe15129bba6e0b;7.2;0.31;0.24;10.5
1e1535e0eab44aa4a8d4717b36e933d8;8.0;0.25;0.49;9.4
88dbb9e50ec348819bcdaaf8508bdb9d;7.0;0.18;0.49;12.2
1b88cb3793814a4494677a68c0c00fb9;7.8;0.43;0.49;11.3
01125fbac3f0483f93baaf2986ee86f1;8.3;0.2;0.74;12.2
00b1f1eabfb948eebffce1e5965175b0;6.3;0.27;0.49;12.2
67fa71d0433b4e2d83566924adf1a58e;7.4;0.16;0.49;11.2
0c11ea2ec7e14c91862d52c397731c09;7.4;0.16;0.49;11.2
5ec9273ae7e543b89b2096bb9ac10033;6.9;0.19;0.49;11.5
e5deefbb07914f64af3e5590b21aef56;7.8;0.43;0.49;11.3
e98b58472e264f0eb9a5ed300403b5b1;7.2;0.4;0.49;9.3
0ef533c5cf444467b3b20c1ad0b6c9ab;7.8;0.43;0.49;11.3
73f69724e08a4be2834b88b89ac4b634;7.6;0.52;0.49;11.8
600813e43e0d4bd897521e1320078183;8.3;0.21;0.49;9.2
ebe426e9341b4fffb459d628f2826917;6.9;0.34;0.74;9.2
71b0f23c0bac40f3ae1442f301656ef5;6.3;0.27;0.49;12.2
c1eb759dc91c4f8e8babba854635598f;8.3;0.2;0.74;12.2
bfa42ac156484ce7aeb8b5dda34fd527;7.1;0.22;0.74;12.2
d3db2028465c45299f604f8f126e0824;7.9;0.11;0.49;10.6
459577ab81454975959bf11cf84befcc;8.5;0.17;0.74;12.4
b5bf7cf8f03e493ba7354f51ce481631;6.4;0.145;0.49;10.8
a847ef73f58e452fa34119bdd3ad448f;7.4;0.16;0.49;11.2
f83658213cfc405aa452e339850ae410;8.3;0.19;0.49;11.0
c01ae1ca0b714615b807f1fc72f17c5c;8.0;0.44;0.49;12.7
4beaa154af6f45df8765833c68e557a6;7.0;0.2;0.74;10.2
6402c794ea34484ab46e062e277925f2;6.9;0.19;0.49;11.5
b14da34c809643d9947d15caa1365e50;7.1;0.25;0.49;12.3
6baca1687a094082a3b8301722ee2c90;6.5;0.24;0.24;9.8
aa68ceac18ba47529e36fb40f763002d;7.2;0.4;0.49;9.3
de62119ade9647a5a281dc12cca9edf5;7.6;0.52;0.49;11.8
5573ad6143ea444d805ab5746d979d2d;7.8;0.43;0.49;11.3
419a939a5d8e4e998fdd5fb225dc73ed;7.8;0.21;0.49;11.4
a610c63a706c4e269303c870a5f98cc2;7.0;0.2;0.49;10.8
a35ddf59940540be8c1ac8c63494f60a;6.9;0.25;0.24;9.5
31b32751c9ef4ef4aecab4d9e13faa26;7.2;0.08;0.49;10.2
233170745aa24866bc79ecc75af4cd63;7.1;0.85;0.49;10.7
79914ccf71c64a63b31da32baa7a6280;7.6;0.51;0.24;10.8
6d8e1a0e2cca4ec5921601cacecc28ee;7.9;0.22;0.24;11.5
386cb811824f422586ba52bef52edf00;7.7;0.16;0.49;10.7
4e0dc922012c40c1b860969522779776;7.2;0.08;0.49;10.2
0056e994225b4fabb4049db4c57df144;6.6;0.25;0.24;10.1
880876ef91844732a670c2bf9b187627;6.7;0.16;0.49;10.4
a3f02cf45bec45b5ad217369e1256e08;6.9;0.25;0.24;9.5
b12ef7e2de77469585a6b61338d79ae6;7.5;0.32;0.24;9.1
5f5427cd3374414fb845c37949520917;7.4;0.28;0.49;10.6
ccfdc9be189b4761bc681ed2f2fc364f;6.2;0.15;0.49;9.4
9d6400d5a63b42679486f06c94e1cb5b;6.7;0.25;0.74;9.8
2cf1b34ee8dc439ca5b3b40fcaafa5bb;6.5;0.26;0.74;9.5
6997c8847dfb447daffe99cc521a2f6a;7.9;0.16;0.74;9.3
034e803d0b834bfd966dada12e2e61fc;5.6;0.185;0.49;10.3
d5e67f856163419b8776b34690930594;7.5;0.2;0.49;11.1
