id;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;quality
e77e5c50-b4b1-46f9-8744-c81c38f1a137;1.9;0.097;14.0;38.0;0.99675;3.37;0.58;6
92091791-a2bb-482f-a42a-55967ed375c5;2.3;0.065;7.0;37.0;0.99685;3.32;0.55;6
1696c3b9-8d46-414d-b706-3721ba7571a3;1.7;0.263;5.0;62.0;0.9971;3.0;1.09;5
6b93681a-0a32-46e7-aacf-59ffbaebd038;2.1;0.093;6.0;24.0;0.99925;3.14;0.71;6
d6b094d2-ce05-4cc2-b23a-62ee60fb31b1;1.8;0.102;28.0;109.0;0.99565;3.08;0.49;6
9998da39-b37c-4d33-b33c-1916fce4250c;2.2;0.075;10.0;24.0;1.00005;3.07;0.84;7
05d14342-8cd4-4c97-841a-ed3f1fbbab13;2.2;0.075;10.0;24.0;1.00005;3.07;0.84;7
1e60df63-924c-4712-824f-4eb6878fc492;2.0;0.084;6.0;23.0;0.9983;3.61;0.96;6
beb70cb3-331b-4134-a591-363abc53ef46;1.9;0.075;16.0;51.0;0.99685;3.38;0.52;5
6c144ec8-081c-4ddb-81bf-985e8d586820;2.3;0.072;11.0;73.0;0.9963;3.2;0.45;5
060b322d-6d56-4e38-8f04-fbcdc7bb29d7;1.7;0.074;9.0;39.0;0.99615;3.35;0.48;6
9b1b6e0e-f515-49fc-995a-95b2a5ddc6a9;2.0;0.084;6.0;23.0;0.9983;3.61;0.96;6
07bcc821-1707-4d60-b70d-2033b680e31c;1.6;0.063;16.0;37.0;0.9985;3.22;0.78;6
113984ec-89bc-4099-9675-f434f24f46f9;1.8;0.074;16.0;34.0;0.9972;3.47;0.7;6
fa82162c-2464-4911-ba65-65dbb94e116b;3.1;0.09;5.0;21.0;0.9986;3.17;0.53;5
93c99084-cbfa-4014-b32e-5f03adb4d8f3;1.9;0.092;8.0;86.0;0.9959;3.23;0.59;5
c6a3a939-ff09-458e-8981-03639958f13f;1.8;0.074;16.0;34.0;0.9972;3.47;0.7;6
20a9e608-c8e8-4e81-8003-3cf3d27aa7d0;3.2;0.073;17.0;119.0;0.99675;3.26;0.57;5
06c82fc5-5c83-44fc-897a-abf6d3fc2783;2.2;0.075;5.0;13.0;0.998;3.22;0.62;5
d5c2ba59-e42f-4c6c-9355-37c2845cf525;2.1;0.075;12.0;56.0;0.9968;3.49;0.67;5
9cefe02d-9e16-408c-bc87-0849440342f1;1.8;0.611;8.0;45.0;0.9968;3.06;1.26;5
b04aecb8-6645-4dcc-963d-63b7f32bdbf2;2.6;0.085;14.0;33.0;0.99965;3.36;0.8;7
b8558f4a-be0d-44ab-9ca8-91d1110875ad;1.7;0.077;18.0;45.0;0.99625;3.29;0.65;5
2f977a74-7c5e-4c7c-aef3-df7aa445c119;2.0;0.087;12.0;67.0;0.99565;3.35;0.6;4
401851d5-cbe4-41a7-a2d4-0d639b7c7c63;1.7;0.07;10.0;35.0;0.99575;3.34;0.57;5
9a118669-ebf7-479f-bd7e-e02b01bd52bf;1.8;0.077;23.0;49.0;0.9963;3.28;0.67;5
c78a128a-4b8c-41d6-912a-2d0998fdab47;2.4;0.064;5.0;27.0;0.9999;3.08;0.87;5
1bc2dbcf-974c-4b35-903d-7dc3d3e72ab3;1.8;0.071;6.0;10.0;0.9968;3.2;0.72;7
1063b33b-0c22-4b87-bad6-55dfa31cc50d;3.3;0.096;26.0;61.0;1.00025;3.6;0.72;4
c5acab46-7f77-4fa4-9a91-530f5fba8fe0;3.6;0.078;15.0;37.0;0.9973;3.35;0.86;8
8cf112ec-cf38-48aa-9aa8-e93a68230513;3.0;0.077;7.0;27.0;0.9987;3.69;0.91;6
8422b7b3-c260-40d6-80f5-6ad0e677facd;4.0;0.104;4.0;23.0;0.9996;3.28;0.97;6
5e08b1f6-640b-4a65-9417-697cfe97a4df;4.0;0.087;27.0;61.0;0.9965;3.36;0.67;6
8aa7ec54-c625-486f-b834-f1ffe585755f;4.0;0.104;4.0;23.0;0.9996;3.28;0.97;6
b253d01e-60f4-4e18-82bd-2281ecf2d32c;4.0;0.071;17.0;65.0;0.99935;3.22;0.78;5
73a3ea8b-e22d-4a55-b56c-4d9d62705ee4;2.4;0.076;10.0;38.0;0.99735;3.31;0.64;5
87133ba8-a875-4128-8f90-0437d0a15729;7.0;0.088;27.0;94.0;0.99915;3.38;0.77;5
f5e35fae-9ef7-458b-994d-c4e272cd9200;4.0;0.087;27.0;61.0;0.9965;3.36;0.67;6
dcea2ac5-3aac-4f26-8481-3862ab1206c1;3.0;0.077;7.0;27.0;0.9987;3.69;0.91;6
83a915f3-cf81-4a26-81f8-8a82d6c1654b;4.0;0.104;4.0;23.0;0.9996;3.28;0.97;6
3bfdaa27-70d8-43fc-bf8f-5c9da2e060cf;6.4;0.073;5.0;13.0;0.9976;3.23;0.82;8
4c76fb9f-11b2-4b78-b5d0-41724ec1e9e7;5.6;0.087;10.0;47.0;0.9991;3.38;0.77;7
9d3d9c76-8575-405c-8363-6369045ee12e;3.6;0.071;6.0;19.0;0.9986;3.12;0.82;6
cdda3b3d-89d1-4124-bb18-782cd14d98ee;3.5;0.358;5.0;10.0;0.9972;3.25;1.08;7
21ff2e12-9997-4916-80a6-02b59534a016;3.0;0.067;12.0;53.0;0.9971;3.36;0.57;5
150523aa-ea7d-46d1-8ccd-5e5f1da6ec37;5.6;0.087;10.0;47.0;0.9991;3.38;0.77;7
3ccb1404-0944-4ada-853c-37e5e4e0b845;3.4;0.102;32.0;71.0;1.00015;3.31;0.71;5
aecd70e7-6587-446f-a523-ec5dbff9b6cc;3.4;0.102;32.0;71.0;1.00015;3.31;0.71;5
6c3baa31-67d2-4a8f-85fd-d49649f50c00;2.0;0.073;25.0;49.0;0.9997;3.1;0.76;6
730b3fda-3bc9-4757-b35a-d59e0d1b98ae;3.0;0.092;29.0;53.0;0.9967;3.37;0.7;6
1739499a-e1a3-4328-a44f-bb7469a49540;2.5;0.091;20.0;49.0;0.9976;3.34;0.86;7
5fff0646-cc84-4f28-bd64-d3ccf47bdf66;3.3;0.105;33.0;98.0;1.001;3.2;0.95;5
07e2785f-dd86-44c5-ab78-118d0b9eb88b;2.5;0.091;20.0;49.0;0.9976;3.34;0.86;7
4d0795c5-1c7c-42b1-9d8e-5c96b24c4510;2.0;0.343;6.0;18.0;0.9979;3.3;0.71;5
79355fcc-551c-497a-a914-13260e7d772b;2.7;0.091;18.0;48.0;0.9994;3.22;0.64;6
6ef95db1-9779-4d91-83f6-95e8efbf6078;2.4;0.098;5.0;16.0;0.9964;3.41;0.6;6
cb6c3500-c611-4ae0-8607-946f49f4b8e8;3.2;0.094;17.0;53.0;1.0014;3.05;0.81;6
eff35d07-0425-429a-b35b-d0ddf6dae0a3;2.5;0.073;5.0;27.0;1.0001;3.05;0.64;5
76afaa5f-258d-4394-b676-ca39095d9dd5;2.6;0.086;26.0;70.0;0.9981;3.16;0.52;5
73b18751-dc2c-44f9-bf70-860bb0d93f0c;2.0;0.083;8.0;29.0;0.99855;3.67;0.73;5
9ac8a811-dd28-43be-995c-7236aaa7980f;2.3;0.094;5.0;31.0;0.9993;3.67;0.8;5
6e38258f-1352-4a7c-ae35-79215ad2c699;2.1;0.08;8.0;33.0;0.99845;3.68;0.71;5
af09f668-3402-4f45-bf72-c20b5d5dba76;2.6;0.086;20.0;44.0;0.9965;3.38;0.59;6
d13006bc-836a-49ff-8dbc-4e5bd7facb07;1.5;0.068;7.0;15.0;0.9973;3.22;0.64;6
303adc1c-a457-422d-a63a-d642af88722a;2.6;0.092;12.0;28.0;0.9994;3.51;0.72;5
cbc4a30b-50bb-4f75-8d87-49f4b0ed46ea;1.6;0.186;5.0;21.0;0.996;3.39;0.54;5
add10156-c4a0-4cc7-abce-9d09382f2599;2.1;0.112;12.0;90.0;0.9973;3.2;0.52;5
7693279b-23e3-425e-9716-849a00392fba;2.5;0.063;6.0;25.0;0.9998;3.12;0.59;6
97bd9080-31d0-4bf9-9675-fe547f47bb4c;2.2;0.082;7.0;54.0;0.9966;3.36;0.52;5
0883c236-0923-4fd9-9025-6616bef5e309;2.4;0.213;6.0;14.0;0.9994;3.19;0.62;6
90aba1c9-9169-4c31-a1df-bc0516b35fa1;2.4;0.214;5.0;12.0;0.9994;3.19;0.63;6
1e751141-c201-4777-9eaf-b5c11e286937;1.7;0.062;9.0;30.0;0.9968;3.41;0.53;6
ce55afd6-f70a-4825-b346-d04d56c38763;2.5;0.063;6.0;25.0;0.9998;3.12;0.59;6
da9a4a31-7db9-4e0c-b507-98ef9890f60f;2.0;0.072;15.0;105.0;0.996;3.27;0.54;6
f82394d0-257e-4ba0-a77b-bb838d0e5540;2.8;0.093;19.0;98.0;0.99815;3.32;0.63;6
954d3630-45da-4750-b5d3-4d83f261105c;3.0;0.076;30.0;135.0;0.9976;3.3;0.53;5
9206d8aa-9d16-4cd7-b33a-d49fe5ad3869;2.6;0.087;26.0;72.0;0.99645;3.39;0.68;5
6937a3a9-d110-42d1-833d-8779e2369c39;2.5;0.096;20.0;53.0;0.9962;3.42;0.65;6
6d29fcf9-6b85-400b-a995-bfe4b7b6aa5a;3.4;0.102;37.0;92.0;0.9996;3.3;0.65;5
43d25030-483f-4f09-83cf-76de6a51f151;2.9;0.082;30.0;74.0;0.99865;3.3;0.64;6
96da7921-e82a-4169-879f-3b2d5a7697ae;3.2;0.083;21.0;59.0;0.9989;3.37;0.71;7
adf98167-80cc-4092-bf46-c84a383bd2ea;2.9;0.082;30.0;74.0;0.99865;3.3;0.64;6
6634711e-3a11-4b1e-bb9c-e86dceca437a;3.2;0.083;21.0;59.0;0.9989;3.37;0.71;7
7a4ae26c-1627-45eb-91a2-46aa3b38d701;3.4;0.09;25.0;87.0;0.99975;3.24;0.62;5
d4a9577c-fe08-4400-9355-737b522fc1e3;2.3;0.079;6.0;18.0;0.99735;3.29;0.63;5
ece20820-2805-4df0-98cd-0d4dffd81ebe;2.8;0.09;35.0;73.0;0.999;3.28;0.7;6
97027f57-b565-4450-b285-3d949b91b375;11.0;0.071;13.0;50.0;1.0015;3.16;0.69;6
f9303a21-ee8b-4297-a72d-1efe99efbb0a;11.0;0.071;13.0;50.0;1.0015;3.16;0.69;6
cd21af9c-1144-4f04-b658-cf7dcd57032f;3.65;0.121;6.0;14.0;0.9978;3.05;0.74;7
d7ad727a-0bda-419a-b91a-cef951dd5bab;4.5;0.107;5.0;13.0;0.998;3.28;0.83;5
e1ab8a16-bf1a-43c6-9ebf-ef03dc87df5c;2.6;0.082;6.0;21.0;1.0002;3.16;0.67;6
097f4fcd-846e-4041-b526-61dac4103a3d;2.0;0.061;7.0;15.0;0.9981;3.18;0.62;5
622f2e43-5822-48cf-9281-1e24bb1db6c6;2.9;0.122;10.0;41.0;0.998;3.23;0.66;6
96925d5d-69e3-4bbf-808f-51780b46486d;2.9;0.122;10.0;41.0;0.998;3.23;0.66;6
4a815aee-bb79-4f46-b507-1b54af8f9f80;3.2;0.066;21.0;114.0;0.9973;3.22;0.54;6
991a4a08-5aaa-457a-a964-2b6fa62a8714;2.1;0.105;16.0;44.0;0.9958;3.13;0.52;5
accf777a-6ac8-4ae6-a503-c2767d22bffb;2.5;0.078;17.0;38.0;0.9963;3.34;0.74;7
77601aa2-0975-40e7-b073-111872b69723;3.4;0.128;7.0;21.0;0.9992;3.17;0.84;7
2327f3c1-5286-4781-9554-996ef1aa8abe;1.9;0.052;6.0;16.0;0.9948;3.35;0.7;6
034f1304-8cb9-4ec7-86d6-c175c42ac2c0;2.8;0.08;29.0;58.0;0.9974;3.31;0.64;5
3b629161-ae6a-4472-b398-574582bbc772;3.0;0.103;28.0;99.0;1.0008;3.16;1.0;6
0057feb8-8b82-4b2d-8d26-f0109ba3e1f9;2.3;0.082;12.0;29.0;0.9997;3.11;1.36;7
33e93b96-e630-42e2-8c8e-5602f7a412d4;2.4;0.066;10.0;21.0;1.0;3.12;1.18;6
eb2aa45d-8644-4157-ae25-11fb276ba83c;2.7;0.065;5.0;18.0;0.9972;3.21;0.87;6
2e65a7d4-3401-4e05-8c48-0729a8550732;1.8;0.118;6.0;14.0;0.9982;3.3;0.75;6
8daea5f9-465f-41e6-9705-075cb3a06a8d;1.8;0.118;6.0;14.0;0.9982;3.3;0.75;6
d86b910f-3b47-4034-bc58-a5ae6efcba56;2.6;0.082;6.0;32.0;1.0006;3.12;0.78;6
4637bee7-9d97-4a6a-8786-ecaaeb8867d4;1.9;0.067;40.0;63.0;0.9979;3.6;0.81;5
eb178ba4-7196-41b1-ad80-dd167d6dafc4;2.7;0.072;17.0;34.0;0.9955;3.58;0.89;7
def501d3-950f-4ff3-8725-6d92e5b57100;3.0;0.093;6.0;15.0;0.9986;3.02;0.93;6
e4960f00-0d3d-4ecd-bef3-10c926a2bf1f;2.8;0.089;15.0;46.0;0.9979;3.11;0.92;6
a915f468-2c0e-425e-a264-6e79a30bc798;2.6;0.093;11.0;28.0;0.9994;3.36;0.86;6
e00426ce-ca41-4ae9-97be-c9d4feb89424;2.7;0.107;17.0;34.0;1.0004;3.28;0.98;6
25f2359a-3766-47c8-a15e-728873ecee84;2.6;0.096;11.0;26.0;0.9994;3.35;0.83;6
d7c04e7f-72c9-4ba5-8c1f-15125fb82fa8;2.4;0.09;8.0;19.0;0.9974;3.27;0.73;5
7f75e6e9-05e2-41e4-a0bb-5955d25fb607;4.8;0.12;23.0;77.0;1.0018;3.18;0.77;5
bf70416f-c5a8-43de-bd1b-85f442b2f5aa;1.4;0.066;40.5;165.0;0.9912;3.25;0.59;6
d961561d-592c-45b9-93af-eddbdbc0d3c6;2.4;0.078;17.0;32.0;0.9955;3.55;0.61;6
4d754546-dbf4-4fd9-b540-6c085afd5a3a;3.0;0.08;29.0;55.0;1.0001;3.26;0.88;5
4bb2831c-cf16-44fa-8a83-445bfc0ba8b9;2.95;0.116;12.0;29.0;0.997;3.24;0.75;7
d5528f41-80ee-4163-ab15-c33bb043b954;3.1;0.109;10.0;23.0;1.0;3.15;0.85;7
70e508db-0687-4275-89e7-f50dbbbd57cd;2.6;0.088;10.0;41.0;1.001;3.17;0.68;6
191deb71-5571-4ec6-8c58-d968afe658b8;2.0;0.099;14.0;81.0;0.9973;3.19;0.7;5
1173d040-135a-48ba-971f-16f271735bb7;2.6;0.086;21.0;50.0;0.9982;3.37;0.91;6
c2b43aa0-6047-4cab-8567-008b0992ebd3;2.5;0.072;6.0;37.0;0.9992;3.05;0.56;5
888e6d9f-dc17-4ba0-bcf7-1f9d9ab8eb72;2.0;0.071;6.0;15.0;0.9988;2.99;0.87;5
e4af725d-3ebf-44fc-94f5-78466c0d7e10;5.8;0.083;7.0;42.0;1.0022;3.07;0.73;7
46ad141c-612e-479d-b6cd-ce2ec108929a;3.4;0.107;7.0;21.0;0.9979;3.26;0.93;6
62c96741-73cc-4c6f-9295-c016b7e68514;5.8;0.083;7.0;42.0;1.0022;3.07;0.73;7
560860a9-064e-4196-8781-2064eb235fa2;2.6;0.076;11.0;24.0;1.0;3.16;0.69;5
6e28db14-df83-4c42-b5d5-cdf681d08fba;2.8;0.159;15.0;75.0;0.9998;3.18;0.64;5
4a4ce1a6-0fa8-4805-89e5-739dc4958362;2.4;0.074;6.0;18.0;0.9962;3.2;1.13;7
16d2f658-fbc2-4d20-8869-342038f2f7a2;2.3;0.063;35.0;63.0;0.9975;3.57;0.78;5
5e99dc81-c974-446f-a37b-6608b3681229;1.6;0.056;11.0;25.0;0.9967;3.32;0.87;6
905bc01d-e87e-48be-a578-c40ae5e79011;1.8;0.067;26.0;46.0;0.9967;3.32;1.04;6
564d6210-f096-44b0-82ec-8b91c6ae834e;2.2;0.106;12.0;72.0;0.9959;3.05;0.63;5
f555ca4f-324d-462a-ae54-c37b2726d5f2;3.8;0.089;6.0;47.0;1.0014;3.01;0.81;6
c47517ff-41a4-4d9c-a2e8-e0c4ca1d95f8;4.4;0.124;6.0;15.0;0.9984;3.01;0.83;7
78fe55a6-7123-4a87-a8b3-baaf5f280648;3.0;0.078;19.0;47.0;1.0003;3.26;1.11;6
6a96a442-b76a-4b2e-8a41-9283f3f437e3;2.4;0.074;6.0;18.0;0.9962;3.2;1.13;7
5334b936-5b3b-49c5-b921-0aeb994c8039;6.2;0.088;6.0;24.0;0.9988;3.11;0.99;6
cbfd0ad9-18b6-49bf-85ed-d68dc3ed60c7;2.5;0.094;24.0;60.0;0.9979;3.31;0.7;6
9d0bf9b7-9888-4a3f-9b44-aa6f2f3bbfe1;2.0;0.08;11.0;27.0;0.9974;3.21;0.8;6
7419c385-a8f7-4c8b-b7c9-5f5d7e1600c5;2.9;0.085;17.0;43.0;1.0014;3.06;0.8;6
b06c8b67-2994-4fc2-9f45-2c15f94f1db0;2.0;0.08;11.0;27.0;0.9974;3.21;0.8;6
c7337444-f417-4b47-a41a-159576ead539;2.0;0.08;11.0;27.0;0.9974;3.21;0.8;6
62f2f49e-d432-42f4-87dd-66236d02d738;2.1;0.087;23.0;54.0;0.998;3.42;0.74;5
7b9c3423-fcf9-46c4-8909-432c776fc3db;2.4;0.09;11.0;37.0;0.9979;3.43;0.76;6
3b97d97b-92e8-4b71-b48c-84c7086fedd4;2.0;0.088;23.0;48.0;0.9981;3.41;0.74;6
7fae707d-0b40-4615-bd25-980e07e95d1c;1.9;0.079;17.0;42.0;0.9972;3.31;0.54;6
c4582c42-a352-4c71-b70f-c0ee6b9ff5e7;1.9;0.088;23.0;53.0;0.9981;3.43;0.74;6
5c6fcf7f-1057-4b22-ae0c-166fb65b56a7;2.5;0.096;16.0;49.0;0.9982;3.19;0.7;7
76f85ca1-2985-4ebf-86f9-140015c242d9;1.4;0.045;12.0;88.0;0.9924;3.56;0.82;8
2b814650-5ece-443a-8450-839f4ad41851;2.9;0.085;17.0;43.0;1.0014;3.06;0.8;6
3629d5de-c8b1-482c-8a73-78fd84f84bca;2.0;0.082;6.0;26.0;0.998;3.18;0.51;5
d9b4590b-9dce-4aca-93cb-47d7c30dc03c;2.0;0.112;13.0;95.0;0.997;3.16;0.54;5
c074ce4e-5ddb-4087-bfa7-63ba12382b79;2.3;0.063;6.0;25.0;0.9997;3.03;0.57;5
39f5005c-6dec-4758-b453-626abd9024e0;4.2;0.066;7.0;38.0;1.0004;3.22;0.6;7
9192e2b3-9dd6-41ad-ab0e-185565fa58c9;7.9;0.122;68.0;124.0;0.9994;3.47;0.53;5
1ed1d7df-a7a1-4df5-bf90-1b264c2a8d4a;2.6;0.087;13.0;49.0;0.9988;3.18;0.65;6
ec8c53ba-2531-4386-8d0d-5cdac1fd8cce;2.6;0.087;13.0;49.0;0.9988;3.18;0.65;6
fe4eda91-c663-4ae4-bded-da1d1eebb922;2.3;0.064;9.0;42.0;0.9963;3.1;0.55;5
ab8fec7a-7647-4b24-8555-b7fbd88ce291;7.9;0.122;68.0;124.0;0.9994;3.47;0.53;5
50cf70b8-f21d-49db-b39b-17fa7f67da68;1.7;0.059;20.0;38.0;0.9949;3.29;0.47;6
47591b47-4a60-4b6e-879a-1b84e8e72ded;2.6;0.085;19.0;64.0;1.0;3.1;0.61;6
e1616284-efeb-43f6-9b67-84560b7c6b1c;2.7;0.085;10.0;41.0;0.9994;3.15;0.63;6
c9dc6441-f38a-402c-a107-c24e78ac57ed;2.7;0.075;15.0;27.0;0.9974;3.26;0.61;5
dd989fd2-d903-4a7a-a96c-a5a559e1af13;1.4;0.059;11.0;25.0;0.9966;3.36;0.76;6
f4595150-8e6b-4084-a634-deb4ef595415;2.5;0.063;9.0;28.0;0.9981;3.24;0.65;6
2f6c6b68-0671-4a69-adee-5502f09361eb;3.0;0.093;12.0;30.0;0.9996;3.18;0.63;7
6af1fe72-f351-4d78-85e1-dc4b453c1d3a;3.7;0.174;6.0;16.0;0.997;3.19;0.7;6
04b286e1-c86b-47cb-8417-a0823a156d62;4.5;0.07;26.0;49.0;0.9981;3.05;0.57;4
9d558df5-f1ef-4acd-b95e-1722189cf699;2.5;0.08;26.0;86.0;0.9987;3.38;0.62;6
82393d1c-cc50-46dd-804d-128e4fa9aac9;2.4;0.08;23.0;78.0;0.9987;3.38;0.62;5
bed69062-3e2a-4386-9aaa-7a05dbc179b7;1.9;0.1;15.0;77.0;0.9966;3.27;0.64;5
72f95828-2283-4f80-97c1-1234342b7c6a;6.7;0.097;6.0;19.0;0.9986;3.27;0.82;7
22dcd8af-8b04-49fd-af58-d841544fedc9;2.7;0.087;24.0;122.0;0.9982;3.26;0.61;5
1ec66f0c-8b34-45b5-ac7f-53ec27744080;6.6;0.117;31.0;134.0;1.0014;3.32;1.07;5
5c056e00-9c4a-4559-b21b-77793a682eff;2.2;0.111;6.0;20.0;0.997;3.26;0.66;6
55665e22-2ae1-465c-a996-60fdcddf67b7;1.9;0.091;34.0;124.0;0.9956;3.44;0.48;5
bf130a87-6b01-4f7f-8ebb-5db0d6b46ca8;2.0;0.121;7.0;20.0;0.9996;3.24;0.76;6
ed199547-b779-45af-b69c-91d051818734;1.8;0.066;34.0;52.0;0.9976;3.62;0.68;5
ac6c188e-c190-426e-b445-f89395435a5d;2.4;0.089;35.0;67.0;0.9972;3.28;0.73;7
6b5c72e6-4a39-4c71-8f71-ec65a02893e7;2.3;0.059;32.0;48.0;0.9952;3.52;0.56;7
2e8316ec-e3ee-435b-a055-3f12ffe3e8bf;2.0;0.047;15.0;60.0;0.9955;3.36;0.44;5
97ba873a-3ffc-4182-b520-a4dc3a907848;2.1;0.066;6.0;24.0;0.9978;3.15;0.9;7
605bd121-50a6-473f-a1e8-cf52a3fc255b;2.0;0.047;15.0;60.0;0.9955;3.36;0.44;5
a1e4cfd4-3172-4eb8-ac46-7576281a848b;2.3;0.059;32.0;48.0;0.9952;3.52;0.56;7
3f8fb4b4-e567-4089-9788-df2afc58c0ed;2.1;0.045;19.0;48.0;0.9949;3.49;0.49;6
7d14275f-41ad-4b11-9f5b-2faac4183eae;1.9;0.077;6.0;32.0;0.9988;3.26;0.56;6
4fdbc582-4281-4445-8b2c-c894a96538f5;1.3;0.07;9.0;30.0;0.9978;3.24;0.6;5
92e6c360-bac7-4511-be10-1c1bbc579a3d;2.4;0.088;13.0;35.0;0.9997;3.1;0.6;6
7ac74d92-95dd-4a09-80b1-9b358fb7ef92;2.1;0.066;6.0;24.0;0.9978;3.15;0.9;7
840f369e-100b-4aae-b7c2-957c312c105a;2.2;0.074;21.0;66.0;0.9974;3.25;0.56;5
b2fd0df9-b37f-492e-9a82-85326b712156;2.3;0.078;12.0;24.0;0.9958;3.0;0.65;6
c45ef219-3980-4f01-b81f-45ea775c73d0;2.3;0.091;6.0;18.0;1.0004;3.16;0.49;5
1b81e85a-64e5-425a-9856-7ff8c4d885e7;3.2;0.076;22.0;54.0;0.9996;3.15;0.89;6
a3013e46-a053-4b72-95a8-303640721cd4;2.3;0.091;6.0;18.0;1.0004;3.16;0.49;5
98ca605c-7f56-4278-8b9d-e7ea30a3c373;2.0;0.06;38.0;62.0;0.9958;3.26;0.56;6
7b1d2371-b2b5-4824-8dcb-cf8c1824a86b;3.2;0.066;6.0;22.0;0.9986;3.17;0.66;6
9753355c-3127-4279-8895-a2d5cd100607;3.2;0.076;22.0;54.0;0.9996;3.15;0.89;6
399ad9ac-93b3-4acc-9742-d9a62331b02d;1.5;0.062;7.0;50.0;0.9951;3.08;0.6;5
6ff77bd8-b20e-4ab3-a9c9-8acf5b50d200;2.2;0.072;6.0;29.0;0.9987;2.88;0.82;8
44046862-2af9-4dea-b2d2-cf989c47c3ab;2.15;0.068;7.0;27.0;0.9988;3.06;0.68;6
b37777b6-8d7a-46d7-9e2e-14f4b055ce34;3.7;0.1;6.0;43.0;1.0032;2.95;0.68;7
0a71a6cc-e3c0-450e-96bc-90137577b949;2.7;0.077;11.0;19.0;0.9963;3.23;0.63;7
d14d5738-3f2b-4e5a-9687-197077028101;1.7;0.054;5.0;27.0;0.9934;3.57;0.84;7
cd880396-e836-454b-bac7-844917117cc7;2.1;0.079;6.0;31.0;0.9986;3.23;0.56;6
0f8bb7e1-e5b9-40ce-ad57-dbb3d8f630cf;2.6;0.081;31.0;72.0;0.9996;3.1;0.73;5
6a50f5d4-4dbc-454c-960f-b1dff714bf1f;2.1;0.127;6.0;16.0;0.9968;3.22;0.72;5
e5c407cc-6ad2-4695-adc9-66c5baccc9b0;2.0;0.1;7.0;27.0;0.9967;3.2;0.56;6
41659d02-cef8-41ff-a2fe-2ba4cab22e5a;2.8;0.095;17.0;35.0;0.9994;3.1;0.61;6
bb4c5123-06fe-456d-b4dc-58574f6b6aa0;2.8;0.095;17.0;35.0;0.9994;3.1;0.61;6
0878afcd-c441-4638-99ef-331608a261fb;1.8;0.413;9.0;26.0;0.9979;3.06;1.06;6
7a32fc9f-1dbd-44c6-80ed-0c5994c22952;1.7;0.084;18.0;35.0;0.9968;3.44;0.63;6
1917bc8a-64b3-475e-ad25-7c73760bd125;2.8;0.084;5.0;22.0;0.9998;3.26;0.74;7
106e2e51-8724-4f14-8bf2-2dc08f5a8e00;1.6;0.063;21.0;67.0;0.9952;3.5;0.63;5
2c41e539-0e2d-4d16-876b-a01e1c0f193d;5.2;0.086;6.0;19.0;0.9988;3.22;0.69;8
2e1cee40-3cf5-46d7-8c52-25727b7f463c;2.3;0.095;5.0;22.0;0.9986;3.37;0.58;5
80b2799a-ca29-4daf-888f-0522ceb704cb;2.7;0.097;29.0;65.0;0.9988;3.28;0.58;5
ba27d902-7335-410f-b89b-ba230faea95c;2.8;0.084;5.0;22.0;0.9998;3.26;0.74;7
42ea5bc4-e57e-4751-94d6-c2e4eefeb9f9;2.2;0.074;10.0;47.0;1.0008;3.25;0.57;3
6bc7f391-3950-4edd-b7bb-3efd1457bff2;2.3;0.083;14.0;23.0;0.9976;3.35;0.61;6
493d93dd-3238-44be-9233-bf76280d2916;2.6;0.087;6.0;19.0;0.9982;3.26;0.61;5
0a5432f4-2f82-4c69-b3b7-dfab9aa99cc7;2.55;0.085;10.0;25.0;0.997;3.18;0.61;5
feff62ca-2f5a-427b-b3a4-86ae8f4f31ca;2.2;0.098;25.0;129.0;0.9972;3.08;0.53;5
78dbeb61-7fa3-4bac-b4cc-9835edea78a1;2.1;0.084;5.0;15.0;0.9987;2.98;0.7;6
4b9aec9f-33e1-4406-a619-620d79c88760;2.9;0.098;10.0;26.0;1.0006;3.48;0.91;5
14a7725c-0f5c-4471-bfe7-214565bad652;2.0;0.069;21.0;51.0;0.9982;3.16;0.72;6
28e524df-a8f4-4107-854a-f3980c8b2e93;2.6;0.065;7.0;18.0;0.9947;3.32;0.79;6
767963d4-d1cd-482c-8a04-4f8a3c86952d;2.1;0.09;6.0;21.0;1.0;3.17;0.62;6
bd63c074-d90d-4df3-a8e8-09468b9e5f3f;1.2;0.07;36.0;48.0;0.9952;3.2;0.58;5
04056490-e0ec-479e-9e48-684bb3a8a412;2.6;0.093;15.0;47.0;0.9996;3.05;0.61;5
8ff5e429-6074-4e00-9c5e-0de6b211aabe;2.4;0.081;25.0;52.0;0.997;3.2;0.71;6
d2c7b27d-5ad4-4724-a702-0abafb6a836e;2.6;0.083;25.0;68.0;0.9995;3.15;0.82;6
6b120521-f9c4-4390-ac5b-18f9e1627cfa;2.1;0.062;5.0;14.0;0.9971;3.26;0.79;5
6fb4bf67-e1fa-4dac-bc00-4ab5d5caabf4;1.7;0.08;10.0;24.0;0.9982;3.2;0.89;6
9e997d60-15a6-46b1-b3e9-32d0f7205305;2.2;0.087;5.0;28.0;0.9988;3.14;0.6;5
a55794f5-645a-4a72-a675-030d608f03e5;2.0;0.091;6.0;16.0;0.998;3.28;0.7;5
6b3c80c6-edfe-41b5-a62b-34b1d812b502;1.8;0.075;6.0;20.0;0.9977;3.18;1.06;6
